Protocol,Size,Rate,Bandwidth,Loss,Delay,ConfigDelay_ms,DeliveryRatio,LatencyAvg_ms,Jitter_ms,Throughput_bps,Timestamp
xmpp-qos1,16,100,1mbit,0%,20ms,20,100.0,44.66099810600281,12.56892740487597,12800.0,1765114604.712149
xmpp-qos1,16,100,1mbit,0%,100ms,100,100.0,168.96298217773438,43.846253490632215,12800.0,1765114627.925052
xmpp-qos1,16,100,1mbit,0%,500ms,500,100.0,583.9369959831238,57.68021947767684,12800.0,1765114657.244525
xmpp-qos1,16,100,1mbit,1%,0ms,0,100.0,24.933995962142944,53.92477477201698,12800.0,1765114678.7041888
xmpp-qos1,16,100,1mbit,1%,20ms,20,100.0,63.110007524490356,63.550425532343674,12800.0,1765114700.455408
xmpp-qos1,16,100,1mbit,1%,100ms,100,100.0,181.8809940814972,66.21038798607698,12800.0,1765114723.286727
xmpp-qos1,16,100,1mbit,1%,500ms,500,100.0,602.4460015296936,104.17223103665802,12800.0,1765114757.424614
xmpp-qos1,16,100,1mbit,5%,0ms,0,100.0,62.636005878448486,71.91658625183473,12800.0,1765114779.587544
xmpp-qos1,16,100,1mbit,5%,20ms,20,100.0,110.76900267601013,115.25337193741142,12800.0,1765114802.283408
xmpp-qos1,16,100,1mbit,5%,100ms,100,100.0,216.24599838256836,110.9379834015455,12800.0,1765114825.6274922
xmpp-qos1,16,100,1mbit,5%,500ms,500,100.0,846.2930040359497,432.29633951228783,12800.0,1765114854.951276
xmpp-qos1,16,100,1mbit,10%,0ms,0,100.0,104.0900092124939,98.74546939827036,12800.0,1765114876.362935
xmpp-qos1,16,100,1mbit,10%,20ms,20,100.0,125.5959939956665,132.87125602694294,12800.0,1765114900.37624
xmpp-qos1,16,100,1mbit,10%,100ms,100,100.0,243.0919964313507,202.5301695961084,12800.0,1765114925.911925
xmpp-qos1,16,100,1mbit,10%,500ms,500,100.0,6296.923002481461,2264.805132141916,12800.0,1765114957.044775
xmpp-qos1,128,1,50kbit,0%,0ms,0,100.0,6.599998474121094,3.8355325345804596,1024.0,1765114977.017789
